the_geom,PlaceID,YearPlaceID,City,State,CityState,Year,AsOfDate,dockID,dockCt,stationCt_pct,stationCt_bin,dockNm,docklessCt,dockless_bin,docklessNm,scooterCt,scooter_bin,scooterNm,Type,Lat,Lon,Notes,fips,datedocklaunch,datedockclosed
POINT (-80.325 25.911667),FL0056,2020FL0056,Miami Lakes,FL,"Miami Lakes, FL","2,020","202,006",,,,,-,0,,-,0,,-,,25.911667,-80.325,,12086,,
POINT (-86.2519898 41.6763545),IN0088,2018IN0088,South Bend,IN,"South Bend, IN","2,018","201,812",,,,,-,1,1,LimeBike,1,1,Lime,Dockless and e-scooters,41.676355,-86.25199,,18141,,
POINT (-105.1019275 40.1672068),CO0045,2017CO0045,Longmont,CO,"Longmont, CO","2,017","201,712",90,10,0.16,1,Longmont,0,,-,0,,-,Docked only,40.167207,-105.101928,,8013,04/2017,Jun-20
POINT (-76.5 42.443333),NY00158,2019NY00158,Ithaca,NY,"Ithaca, NY","2,019","201,912",,,,,-,1,1,LimeBike,0,,-,Dockless only,42.443333,-76.5,,36109,,
POINT (-82.127778 33.5375),GA0068,2020GA0068,Evans,GA,"Evans, GA","2,020","202,006",45,1,0.02,1,Columbia County B-cycle,0,,-,0,,-,Docked only,33.5375,-82.127778,,13073,03/2014,
POINT (-71.276667 42.490556),MA0096,2017MA0096,Bedford,MA,"Bedford, MA","2,017","201,712",,,,,-,0,,-,0,,-,,42.490556,-71.276667,,25017,,
POINT (-71.1061639 42.4184296),MA00104,2020MA00104,Medford,MA,"Medford, MA","2,020","202,006",,,,,-,0,,-,0,,-,,42.41843,-71.106164,,25017,,
POINT (-119.81380270000001 39.5296329),NV00155,2019NV00155,Reno,NV,"Reno, NV","2,019","201,912",,,,,-,0,,-,0,,-,,39.529633,-119.813803,,32031,,
POINT (-77.0368707 38.9071923),DC0046,2019DC0046,Washington,DC,"Washington, DC","2,019","201,912",56,559,8.29,4,Capital Bikeshare,3,3,"Jump, LimeBike, Helbiz",4,4,"Jump, Lyft, Skip, Spin",All micro,38.907192,-77.036871,,11001,09/2010,
POINT (-121.98779799999998 37.557025),CA00236,2019CA00236,Fremont,CA,"Fremont, CA","2,019","201,912",,,,,-,1,1,Eastbay (HOPR),1,1,HOPR,Dockless and e-scooters,37.557025,-121.987798,,6001,,
POINT (-81.9498042 28.0394654),FL0054,2017FL0054,Lakeland,FL,"Lakeland, FL","2,017","201,712",69,7,0.11,1,Swan City Cycle,0,,-,0,,-,Docked only,28.039465,-81.949804,,12105,12/2015,2018
POINT (-78.8783689 42.8864468),NY00157,2016NY00157,Buffalo,NY,"Buffalo, NY","2,016","201,612",76,67,1.38,2,Reddy Bikes,0,,-,0,,-,Docked only,42.886447,-78.878369,,36029,07/2016,
POINT (-75.593333 38.365833),MD00121,2018MD00121,Salisbury,MD,"Salisbury, MD","2,018","201,812",,,,,-,0,,-,0,,-,,38.365833,-75.593333,,24045,,
POINT (-77.002222 38.98),MD00123,2016MD00123,Takoma Park,MD,"Takoma Park, MD","2,016","201,612",,,,,-,0,,-,0,,-,,38.98,-77.002222,,24031,,
POINT (-71.510789 42.761865),NH00238,2018NH00238,Nashua,NH,"Nashua, NH","2,018","201,812",,,,,-,1,1,Veoride,0,,-,Dockless only,42.761865,-71.510789,,33011,,
POINT (-77.4360481 37.5407246),VA00220,2020VA00220,Richmond,VA,"Richmond, VA","2,020","202,006",136,16,0.24,1,RVA Bike Share,0,,-,2,2,"Bird, Bolt",Docked and e-scooters,37.540725,-77.436048,,51760,08/2017,
POINT (-85.076667 33.580833),GA0067,2016GA0067,Carrollton,GA,"Carrollton, GA","2,016","201,612",,,,,-,0,,-,0,,-,,33.580833,-85.076667,,13045,,
POINT (-81.6943605 41.49932),OH00165,2015OH00165,Cleveland,OH,"Cleveland, OH","2,015","201,512",71,5,0.15,1,Zagstar Cleveland,0,,-,0,,-,Docked only,41.49932,-81.694361,,39035,10/2013,2018
POINT (-122.297778 37.886944),CA0011,2020CA0011,Albany,CA,"Albany, CA","2,020","202,006",,,,,-,0,,-,0,,-,,37.886944,-122.297778,,6001,,
POINT (-85.1797142 42.3211522),MI00126,2019MI00126,Battle Creek,MI,"Battle Creek, MI","2,019","201,912",49,3,0.04,1,Battle Creek B-cycle,0,,-,0,,-,Docked only,42.321152,-85.179714,,26025,08/2013,
POINT (-80.1392121 25.9564812),FL0047,2019FL0047,Aventura,FL,"Aventura, FL","2,019","201,912",85,6,0.09,1,Aventura,0,,-,0,,-,Docked only,25.956481,-80.139212,,12086,09/2016,
POINT (-123.26204350000002 44.5645659),OR00176,2019OR00176,Corvallis,OR,"Corvallis, OR","2,019","201,912",94,10,0.15,1,Corvallis,0,,-,0,,-,Docked only,44.564566,-123.262044,,41003,06/2016,Jun-20
POINT (-119.97694399999999 38.940000000000005),CA0034,2017CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA","2,017","201,712",,,,,-,1,1,LimeBike,0,,-,Dockless only,38.94,-119.976944,,6017,,
POINT (-80.325 25.911667),FL0056,2018FL0056,Miami Lakes,FL,"Miami Lakes, FL","2,018","201,812",,,,,-,1,1,Spin,1,1,Lime,Dockless and e-scooters,25.911667,-80.325,,12086,,
POINT (-74.477318 40.796562),NJ00151,2017NJ00151,Morristown,NJ,"Morristown, NJ","2,017","201,712",,,,,-,0,,-,0,,-,,40.796562,-74.477318,,34027,,
POINT (-103.2310149 44.08054340000001),SD00188,2017SD00188,Rapid City,SD,"Rapid City, SD","2,017","201,712",30,2,0.03,1,Rapid City B-cycle,0,,-,0,,-,Docked only,44.080543,-103.231015,,46103,07/2014,Nov-19
POINT (-71.2092214 42.3370413),MA00108,2020MA00108,Newton,MA,"Newton, MA","2,020","202,006",,,,,-,0,,-,0,,-,,42.337041,-71.209221,,25017,,
POINT (-84.5555347 42.732535),MI00129,2019MI00129,Lansing,MI,"Lansing, MI","2,019","201,912",,,,,-,0,,-,1,1,Bird,E-scooters only,42.732535,-84.555535,,26065,,
POINT (-118.4911912 34.0194543),CA0033,2018CA0033,Santa Monica,CA,"Santa Monica, CA","2,018","201,812",39,90,1.3,2,Breeze,2,2,"Jump, LimeBike",4,4,"Bird, Jump, Lime, Lyft",All micro,34.019454,-118.491191,,6037,08/2015,
POINT (-97.1080656 32.735687),TX00193,2020TX00193,Arlington,TX,"Arlington, TX","2,020","202,006",,,,,-,0,,-,0,,-,,32.735687,-97.108066,,48439,,
POINT (-71.066667 42.25),MA00106,2019MA00106,Milton,MA,"Milton, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.25,-71.066667,,25021,,
POINT (-82.3248262 29.651634400000003),FL0051,2019FL0051,Gainesville,FL,"Gainesville, FL","2,019","201,912",,,,,-,0,,-,0,,-,,29.651634,-82.324826,,12001,,
POINT (-70.983333 42.375),MA00114,2016MA00114,Winthrop,MA,"Winthrop, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.375,-70.983333,,25025,,
POINT (-83.17631450000002 42.3222599),MI00127,2017MI00127,Dearborn,MI,"Dearborn, MI","2,017","201,712",103,10,0.16,1,Dearborn,0,,-,0,,-,Docked only,42.32226,-83.176315,,26163,06/2017,Jun-20
POINT (-70.8967155 42.51954),MA00111,2018MA00111,Salem,MA,"Salem, MA","2,018","201,812",108,17,0.25,1,Salem,0,,-,0,,-,Docked only,42.51954,-70.896715,,25009,05/2017,Jun-20
POINT (-80.351624 27.389982),FL00248,2019FL00248,Fort Pierce/Port St Lucie,FL,"Fort Pierce/Port St Lucie, FL","2,019","201,912",138,9,0.13,1,St Lucie County,0,,-,1,1,Zagster (City of Fort Pierce),Docked and e-scooters,27.389982,-80.351624,,12111,01/2018,Jun-20
POINT (-79.9414266 37.2709704),VA00221,2015VA00221,Roanoke,VA,"Roanoke, VA","2,015","201,512",,,,,-,0,,-,0,,-,,37.27097,-79.941427,,51770,,
POINT (-97.7430608 30.267153),TX00194,2017TX00194,Austin,TX,"Austin, TX","2,017","201,712",53,63,1.03,2,Austin B-cycle,0,,-,0,,-,Docked only,30.267153,-97.743061,,48453,12/2013,
POINT (-157.8583333 21.3069444),HI0072,2020HI0072,Honolulu,HI,"Honolulu, HI","2,020","202,006",111,136,2.04,2,Hawaii Bikibike,0,,-,0,,-,Docked only,21.306944,-157.858333,,15003,06/2017,
POINT (-84.5143761 33.8839926),GA0070,2020GA0070,Smyrna,GA,"Smyrna, GA","2,020","202,006",,,,,,0,,-,0,,-,,33.883993,-84.514376,,13067,,
POINT (-80.295169 25.710278),FL0062,2020FL0062,South Miami,FL,"South Miami, FL","2,020","202,006",,,,,-,0,,-,0,,-,,25.710278,-80.295169,,12086,,
POINT (-121.49439960000001 38.5815719),CA0024,2020CA0024,Sacramento,CA,"Sacramento, CA","2,020","202,006",,,,,-,1,1,Jump,0,,-,Dockless only,38.581572,-121.4944,,6067,,
POINT (-122.0838511 37.3860517),CA0021,2020CA0021,Mountain View,CA,"Mountain View, CA","2,020","202,006",,,,,-,0,,-,0,,-,,37.386052,-122.083851,,6085,,
POINT (-71.17916700000002 42.395833),MA0097,2019MA0097,Belmont,MA,"Belmont, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.395833,-71.179167,,25017,,
POINT (-94.16706 36.090154),AR00235,2017AR00235,Fayetteville,AR,"Fayetteville, AR","2,017","201,712",,,,,-,0,,-,0,,-,,36.090154,-94.16706,,5143,,
POINT (-95.243377 38.968396),KS00244,2018KS00244,Lawrence,KS,"Lawrence, KS","2,018","201,812",,,,,-,1,1,Veoride (limited to designated parking zones),0,,-,Dockless only,38.968396,-95.243377,,20045,,
POINT (-116.2146068 43.6187102),ID0075,2016ID0075,Boise,ID,"Boise, ID","2,016","201,612",36,38,0.78,1,Boise Green Bike,0,,-,0,,-,Docked only,43.61871,-116.214607,,16001,04/2015,
POINT (-118.399444 34.073056),CA0012,2015CA0012,Beverly Hills,CA,"Beverly Hills, CA","2,015","201,512",,,,,-,0,,-,0,,-,,34.073056,-118.399444,,6037,,
POINT (-79.9958864 40.4406248),PA00182,2020PA00182,Pittsburgh,PA,"Pittsburgh, PA","2,020","202,006",29,100,1.5,2,Healthy Ride,0,,-,0,,-,Docked only,40.440625,-79.995886,,42003,05/2001,
POINT (-93.0899578 44.9537029),MN00133,2020MN00133,St. Paul,MN,"St. Paul, MN","2,020","202,006",,,,,-,0,,-,1,1,Lime,E-scooters only,44.953703,-93.089958,,27123,,
POINT (-93.6091064 41.6005448),IA0073,2015IA0073,Des Moines,IA,"Des Moines, IA","2,015","201,512",14,6,0.18,1,Des Moines B-cycle,0,,-,0,,-,Docked only,41.600545,-93.609106,,19153,09/2010,
POINT (-83.0457538 42.331427),MI00128,2020MI00128,Detroit,MI,"Detroit, MI","2,020","202,006",101,75,1.13,2,Mo Go,0,,-,2,2,"Bird, Spin",Docked and e-scooters,42.331427,-83.045754,,26163,05/2017,
POINT (-122.4442906 47.2528768),WA00227,2016WA00227,Tacoma,WA,"Tacoma, WA","2,016","201,612",,,,,-,0,,-,0,,-,,47.252877,-122.444291,,53053,,
POINT (-88.9936873 40.4842027),IL0078,2015IL0078,Bloomington,IL,"Bloomington, IL","2,015","201,512",,,,,-,0,,-,0,,-,,40.484203,-88.993687,,17113,,
POINT (-92.85 44.733333),MN00131,2020MN00131,Hastings,MN,"Hastings, MN","2,020","202,006",,,,,-,0,,-,0,,-,,44.733333,-92.85,,27037,,
POINT (-97.0583681 36.1156071),OK00174,2016OK00174,Stillwater,OK,"Stillwater, OK","2,016","201,612",,,,,-,0,,-,0,,-,,36.115607,-97.058368,,40119,,
POINT (-85.3096801 35.0456297),TN00189,2015TN00189,Chattanooga,TN,"Chattanooga, TN","2,015","201,512",54,33,0.98,1,Bike Chattanooga,0,,-,0,,-,Docked only,35.04563,-85.30968,,47065,07/2012,
POINT (-97.1330683 33.2148412),TX00197,2017TX00197,Denton,TX,"Denton, TX","2,017","201,712",,,,,-,0,,-,0,,-,,33.214841,-97.133068,,48121,,
POINT (-96.6988856 33.0198431),TX00204,2015TX00204,Plano,TX,"Plano, TX","2,015","201,512",,,,,-,0,,-,0,,-,,33.019843,-96.698886,,48085,,
POINT (-96.6851982 40.8257625),NE00145,2018NE00145,Lincoln,NE,"Lincoln, NE","2,018","201,812",120,20,0.29,1,BikeLNK,0,,-,0,,-,Docked only,40.825763,-96.685198,,31109,04/2018,
POINT (-122.4442906 47.2528768),WA00227,2017WA00227,Tacoma,WA,"Tacoma, WA","2,017","201,712",,,,,-,0,,-,0,,-,,47.252877,-122.444291,,53053,,
POINT (-71.0119948 42.4084302),MA00110,2018MA00110,Revere,MA,"Revere, MA","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,42.40843,-71.011995,,25025,,
POINT (-85.9213796 39.2014404),IN0083,2016IN0083,Columbus,IN,"Columbus, IN","2,016","201,612",86,8,0.17,1,columBike,0,,-,0,,-,Docked only,39.20144,-85.92138,,18005,05/2016,Nov-19
POINT (-80.2683838 25.72149),FL0048,2020FL0048,Coral Gables,FL,"Coral Gables, FL","2,020","202,006",,,,,-,0,,-,0,,-,,25.72149,-80.268384,,12086,,
POINT (-78.898619 35.9940329),NC00140,2017NC00140,Durham,NC,"Durham, NC","2,017","201,712",,,,,-,2,2,"Ofo, Spin",0,,-,Dockless only,35.994033,-78.898619,,37063,,
POINT (-118.399444 34.073056),CA0012,2019CA0012,Beverly Hills,CA,"Beverly Hills, CA","2,019","201,912",81,11,0.16,1,Beverly Hills Bikeshare,0,,-,2,2,"Bird, Lime",Docked and e-scooters,34.073056,-118.399444,,6037,05/2016,
POINT (-111.8389726 40.5649781),UT00211,2018UT00211,Sandy,UT,"Sandy, UT","2,018","201,812",,,,,-,0,,-,0,,-,,40.564978,-111.838973,,49035,,
POINT (-96.7898034 46.8771863),ND00144,2020ND00144,Fargo,ND,"Fargo, ND","2,020","202,006",51,11,0.17,1,Great Rides,0,,-,0,,-,Docked only,46.877186,-96.789803,"As of 07/2020, system had not launched for season. Dock count is number of stations as of 07/2019",38017,03/2015,
POINT (-74.201529 40.432114),NJ00150,2015NJ00150,Keyport,NJ,"Keyport, NJ","2,015","201,512",,,,,-,0,,-,0,,-,,40.432114,-74.201529,,34025,,
POINT (-84.5555347 42.732535),MI00129,2016MI00129,Lansing,MI,"Lansing, MI","2,016","201,612",,,,,-,0,,-,0,,-,,42.732535,-84.555535,,26065,,
POINT (-81.6943605 41.49932),OH00165,2016OH00165,Cleveland,OH,"Cleveland, OH","2,016","201,612",71,5,0.1,1,Zagstar Cleveland,0,,-,0,,-,Docked only,41.49932,-81.694361,,39035,10/2013,2018
POINT (-118.3951 37.3635),CA0013,2016CA0013,Bishop,CA,"Bishop, CA","2,016","201,612",,,,,-,0,,-,0,,-,,37.3635,-118.3951,,6027,,
POINT (-74.0059413 40.7127837),NY00160,2018NY00160,New York,NY,"New York, NY","2,018","201,812",3,841,12.17,4,Citi Bike,0,,-,0,,-,Docked only,40.712784,-74.005941,,36061,09/2015,
POINT (-157.8583333 21.3069444),HI0072,2019HI0072,Honolulu,HI,"Honolulu, HI","2,019","201,912",111,136,2.02,2,Hawaii Bikibike,0,,-,0,,-,Docked only,21.306944,-157.858333,,15003,06/2017,
POINT (-85.833348 33.655134),AL00246,2020AL00246,Anniston,AL,"Anniston, AL","2,020","202,006",,,,,-,1,1,Veoride (multi-city: Anniston; Jacksonville; Oxford AL),0,,-,Dockless only,33.655134,-85.833348,,1015,,
POINT (-78.898619 35.9940329),NC00140,2020NC00140,Durham,NC,"Durham, NC","2,020","202,006",,,,,-,1,1,Spin,2,2,"Spin, Gotcha",Dockless and e-scooters,35.994033,-78.898619,,37063,,
POINT (-77.0469214 38.8048355),VA00213,2020VA00213,Alexandria,VA,"Alexandria, VA","2,020","202,006",,,,,-,0,,-,4,4,"Bird, Razor, Spin, Helbiz",E-scooters only,38.804836,-77.046921,,51510,,
POINT (-88.25102 40.11356),IL00245,2016IL00245,Champaign-Urbana,IL,"Champaign-Urbana, IL","2,016","201,612",,,,,-,0,,-,0,,-,,40.11356,-88.25102,,17019,,
POINT (-79.93105120000001 32.7764749),SC00184,2020SC00184,Charleston,SC,"Charleston, SC","2,020","202,006",84,31,0.47,1,Holy Spokes,0,,-,0,,-,Docked only,32.776475,-79.931051,,45019,05/2017,
POINT (-83.55521200000001 41.6639383),OH00171,2015OH00171,Toledo,OH,"Toledo, OH","2,015","201,512",,,,,-,0,,-,0,,-,,41.663938,-83.555212,,39095,,
POINT (-92.85 44.733333),MN00131,2015MN00131,Hastings,MN,"Hastings, MN","2,015","201,512",66,1,0.03,1,Zagstar Hastings,0,,-,0,,-,Docked only,44.733333,-92.85,,27037,07/2015,2018
POINT (-96.6851982 40.8257625),NE00145,2016NE00145,Lincoln,NE,"Lincoln, NE","2,016","201,612",,,,,-,0,,-,0,,-,,40.825763,-96.685198,,31109,,
POINT (-71.31433 42.638358),MA00237,2019MA00237,Lowell,MA,"Lowell, MA","2,019","201,912",,,,,-,1,1,Veoride,0,,-,Dockless only,42.638358,-71.31433,,25017,,
POINT (-74.477318 40.796562),NJ00151,2018NJ00151,Morristown,NJ,"Morristown, NJ","2,018","201,812",130,3,0.04,1,Morris Moves,0,,-,0,,-,Docked only,40.796562,-74.477318,,34027,09/2018,Jun-20
POINT (-71.0022705 42.2528772),MA00109,2015MA00109,Quincy,MA,"Quincy, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.252877,-71.00227,,25021,,
POINT (-71.0536625 42.40843),MA00101,2017MA00101,Everett,MA,"Everett, MA","2,017","201,712",,,,,-,0,,-,0,,-,,42.40843,-71.053663,,25017,,
POINT (-111.8314724 33.4151843),AZ005,2018AZ005,Mesa,AZ,"Mesa, AZ","2,018","201,812",,,,,-,1,1,LimeBike,1,1,Lime,Dockless and e-scooters,33.415184,-111.831472,,4013,,
POINT (-80.153544 25.845572),FL0059,2019FL0059,North Bay Village,FL,"North Bay Village, FL","2,019","201,912",,,,,-,0,,-,0,,-,,25.845572,-80.153544,,12086,,
POINT (-96.7898034 46.8771863),ND00144,2015ND00144,Fargo,ND,"Fargo, ND","2,015","201,512",51,11,0.33,1,Great Rides,0,,-,0,,-,Docked only,46.877186,-96.789803,,38017,03/2015,
POINT (-104.99025100000001 39.7392358),CO0042,2019CO0042,Denver,CO,"Denver, CO","2,019","201,912",7,87,1.29,2,Denver B-cycle,1,1,Jump,3,3,"Lime, Lyft, Razor",All micro,39.739236,-104.990251,,8031,04/2010,Jan-20
POINT (-119.6981901 34.4208305),CA0030,2017CA0030,Santa Barbara,CA,"Santa Barbara, CA","2,017","201,712",,,,,-,0,,-,0,,-,,34.420831,-119.69819,,6083,,
POINT (-95.99798830000002 41.2523634),NE00146,2017NE00146,Omaha,NE,"Omaha, NE","2,017","201,712",16,35,0.57,1,Heartland B-cycle,0,,-,0,,-,Docked only,41.252363,-95.997988,,31055,06/2011,
POINT (-106.4424559 31.777575700000003),TX00198,2018TX00198,El Paso,TX,"El Paso, TX","2,018","201,812",8,16,0.23,1,El Paso B-cycle,0,,-,0,,-,Docked only,31.777576,-106.442456,,48141,09/2015,
POINT (-98.2300124 26.2034071),TX00203,2017TX00203,McAllen,TX,"McAllen, TX","2,017","201,712",28,8,0.13,1,McAllen B-cycle,0,,-,0,,-,Docked only,26.203407,-98.230012,,48215,10/2015,
POINT (-74.4073736 40.6337136),NJ00152,2020NJ00152,Plainfield,NJ,"Plainfield, NJ","2,020","202,006",,,,,-,0,,-,0,,-,,40.633714,-74.407374,,34039,,
POINT (-104.816082 38.835779),CO00232,2016CO00232,Colorado Springs,CO,"Colorado Springs, CO","2,016","201,612",,,,,-,0,,-,0,,-,,38.835779,-104.816082,,8041,,
POINT (-103.2310149 44.08054340000001),SD00188,2019SD00188,Rapid City,SD,"Rapid City, SD","2,019","201,912",,,,,,0,,-,0,,-,,44.080543,-103.231015,,46103,,
POINT (-71.5522874 42.3459271),MA00103,2017MA00103,Marlborough,MA,"Marlborough, MA","2,017","201,712",132,6,0.1,1,"City of Marlborough, MA",0,,-,0,,-,Docked only,42.345927,-71.552287,,25017,08/2017,Jun-20
POINT (-118.4911912 34.0194543),CA0033,2019CA0033,Santa Monica,CA,"Santa Monica, CA","2,019","201,912",39,90,1.34,2,Breeze,2,2,"Jump, LimeBike",2,2,"Bird, Lyft",All micro,34.019454,-118.491191,,6037,08/2015,
POINT (-119.81380270000001 39.5296329),NV00155,2017NV00155,Reno,NV,"Reno, NV","2,017","201,712",,,,,-,1,1,LimeBike,0,,-,Dockless only,39.529633,-119.813803,,32031,,
POINT (-80.8431267 35.2270869),NC00139,2017NC00139,Charlotte,NC,"Charlotte, NC","2,017","201,712",13,26,0.43,1,Charlotte B-cycle,5,4,"LimeBike, MoBike, Ofo, Spin, Vbikes",0,,-,All bikes,35.227087,-80.843127,,37119,07/2012,
POINT (-85.833348 33.655134),AL00246,2016AL00246,Anniston,AL,"Anniston, AL","2,016","201,612",,,,,-,0,,-,0,,-,,33.655134,-85.833348,,1015,,
POINT (-74.201529 40.432114),NJ00150,2019NJ00150,Keyport,NJ,"Keyport, NJ","2,019","201,912",,,,,-,0,,-,0,,-,,40.432114,-74.201529,,34025,,
POINT (-95.99798830000002 41.2523634),NE00146,2019NE00146,Omaha,NE,"Omaha, NE","2,019","201,912",16,69,1.02,2,Heartland B-cycle,0,,-,0,,-,Docked only,41.252363,-95.997988,,31055,06/2011,
POINT (-80.351624 27.389982),FL00248,2020FL00248,Fort Pierce/Port St Lucie,FL,"Fort Pierce/Port St Lucie, FL","2,020","202,006",,,,,,0,,-,1,1,Zagster (City of Fort Pierce),E-scooters only,27.389982,-80.351624,,12111,,
POINT (-80.291111 25.819722),FL0058,2019FL0058,Miami Springs,FL,"Miami Springs, FL","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,25.819722,-80.291111,,12086,,
POINT (-71.4128343 41.8239891),RI00183,2017RI00183,Providence,RI,"Providence, RI","2,017","201,712",,,,,-,0,,-,0,,-,,41.823989,-71.412834,,44007,,
POINT (-94.5785667 39.0997265),MO00137,2017MO00137,Kansas City,MO,"Kansas City, MO","2,017","201,712",18,42,0.69,1,Kansas City B-cycle,0,,-,0,,-,Docked only,39.099727,-94.578567,,29095,07/2012,
POINT (-122.27111370000002 37.8043637),CA0023,2020CA0023,Oakland,CA,"Oakland, CA","2,020","202,006",,,,,-,0,,-,0,,-,,37.804364,-122.271114,,6001,,
POINT (-91.675047 41.969648),IA00234,2018IA00234,Cedar Rapids,IA,"Cedar, Rapids, IA","2,018","201,812",,,,,-,0,,-,0,,-,,41.969648,-91.675047,,19113,,
POINT (-117.409153 33.955049),CA00241,2020CA00241,Riverside,CA,"Riverside, CA","2,020","202,006",,,,,-,1,1,Bikeriverside,0,,-,Dockless only,33.955049,-117.409153,,6065,,
POINT (-86.954444 38.296944),IN0086,2017IN0086,Huntingburg,IN,"Huntingburg, IN","2,017","201,712",,,,,-,0,,-,0,,-,,38.296944,-86.954444,,18037,,
POINT (-93.2650108 44.977753),MN00132,2015MN00132,Minneapolis,MN,"Minneapolis, MN","2,015","201,512",25,169,5.03,4,Nice Ride Minnesota (became partially dockless in 2018),0,,-,0,,-,Docked only,44.977753,-93.265011,,27053,06/2010,
POINT (-84.5143761 33.8839926),GA0070,2017GA0070,Smyrna,GA,"Smyrna, GA","2,017","201,712",70,5,0.08,1,Smyrna Bike Share,0,,-,0,,-,Docked only,33.883993,-84.514376,,13067,09/2015,May-20
POINT (-93.3499489 44.8896866),MN00130,2015MN00130,Edina,MN,"Edina, MN","2,015","201,512",,,,,-,0,,-,0,,-,,44.889687,-93.349949,,27053,,
POINT (-118.399444 34.073056),CA0012,2017CA0012,Beverly Hills,CA,"Beverly Hills, CA","2,017","201,712",81,11,0.18,1,Beverly Hills Bikeshare,0,,-,0,,-,Docked only,34.073056,-118.399444,,6037,05/2016,
POINT (-83.9207392 35.9606384),TN0092,2018TN0092,Knoxville,TN,"Knoxville, TN","2,018","201,812",,,,,-,1,1,Pace,0,,-,Dockless only,35.960638,-83.920739,,47093,,
POINT (-73.212072 44.4758825),VT00223,2019VT00223,Burlington,VT,"Burlington, VT","2,019","201,912",114,16,0.24,1,Greenride,0,,-,1,1,Gotcha,Docked and e-scooters,44.475882,-73.212072,,50007,04/2018,
POINT (-97.7430608 30.267153),TX00194,2016TX00194,Austin,TX,"Austin, TX","2,016","201,612",53,51,1.05,2,Austin B-cycle,0,,-,0,,-,Docked only,30.267153,-97.743061,,48453,12/2013,
POINT (-104.8319195 39.7294319),CO0039,2020CO0039,Aurora,CO,"Aurora, CO","2,020","202,006",,,,,-,0,,-,0,,-,,39.729432,-104.831919,,8005,,
POINT (-85.9213796 39.2014404),IN0083,2017IN0083,Columbus,IN,"Columbus, IN","2,017","201,712",86,8,0.13,1,columBike,0,,-,0,,-,Docked only,39.20144,-85.92138,,18005,05/2016,Nov-19
POINT (-111.4025 42.190833000000005),ID0074,2019ID0074,Bloomington,ID,"Bloomington, ID","2,019","201,912",,,,,-,0,,-,0,,-,,42.190833,-111.4025,,16007,,
POINT (-123.0867536 44.0520691),OR00177,2019OR00177,Eugene,OR,"Eugene, OR","2,019","201,912",112,39,0.58,1,"Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)",0,,-,0,,-,Docked only,44.052069,-123.086754,,41039,04/2018,
POINT (-97.0583681 36.1156071),OK00174,2020OK00174,Stillwater,OK,"Stillwater, OK","2,020","202,006",,,,,-,0,,-,2,2,"Bird, Lime",E-scooters only,36.115607,-97.058368,,40119,,
POINT (-72.611195 42.196147),MA00249,2018MA00249,"Amherst, Easthampton, Holyoke, Northampton, and South Hadley",MA,"Amherst, Easthampton, Holyoke, Northampton, and South Hadley, MA","2,018","201,512",139,54,0.78,1,ValleyBike,0,,-,0,,-,Docked only,42.196147,-72.611195,,25013,06/2018,
POINT (-115.13982960000001 36.1699412),NV00154,2017NV00154,Las Vegas,NV,"Las Vegas, NV","2,017","201,712",78,21,0.34,1,RTC Bikeshare,0,,-,0,,-,Docked only,36.169941,-115.13983,,32003,10/2016,
POINT (-111.9400054 33.4255104),AZ008,2017AZ008,Tempe,AZ,"Tempe, AZ","2,017","201,712",,,,,-,2,2,"LimeBike, Ofo",0,,-,Dockless only,33.42551,-111.940005,,4013,,
POINT (-94.16706 36.090154),AR00235,2020AR00235,Fayetteville,AR,"Fayetteville, AR","2,020","202,006",,,,,-,1,1,Veoride,0,,-,Dockless only,36.090154,-94.16706,,5143,,
POINT (-122.311667 37.915833),CA0016,2019CA0016,El Cerrito,CA,"El Cerrito, CA","2,019","201,912",,,,,-,0,,-,0,,-,,37.915833,-122.311667,,6013,,
